datetime,symbol,side,quantity,price,realized_pnl_after_trade,notes
2025-12-14T06:48:38.002560,NIFTY,SELL,25,25870.0,0.0,
2025-12-14T06:55:46.148221,NIFTY,BUY,25,25870.0,0.0,
2025-12-14T06:55:46.797568,NIFTY,SELL,25,25870.0,0.0,
2025-12-14T06:55:47.678599,NIFTY,BUY,25,25870.0,0.0,
2025-12-14T15:04:50.477116,NIFTY,SELL,25,25870.0,0.0,
2025-12-14T15:04:51.559983,NIFTY,SELL,25,25870.0,0.0,
2025-12-14T15:04:51.669388,NIFTY,SELL,25,25870.0,0.0,
2025-12-14T15:04:51.911688,NIFTY,SELL,25,25870.0,0.0,
2025-12-14T15:26:59.220412,NIFTY,BUY,25,25870.0,0.0,
2025-12-14T15:27:00.244238,NIFTY,SELL,25,25870.0,0.0,
2025-12-14T15:27:03.988829,NIFTY,SELL,25,25870.0,0.0,
2025-12-14T15:50:49.074596,NIFTY,BUY,25,25870.0,0.0,
2025-12-14T15:50:50.024621,NIFTY,BUY,25,25870.0,0.0,
2025-12-14T15:50:51.620443,NIFTY,SELL,25,25870.0,0.0,
2025-12-15T03:39:44.264049,NIFTY,BUY,25,25870.0,0.0,
2025-12-15T03:39:51.585013,NIFTY,SELL,25,25870.0,0.0,
2025-12-15T03:39:53.738312,NIFTY,BUY,25,25870.0,0.0,
2025-12-15T03:39:54.963360,NIFTY,SELL,25,25870.0,0.0,
2025-12-15T03:39:56.661967,NIFTY,BUY,25,25870.0,0.0,
2025-12-15T03:39:58.360374,NIFTY,SELL,25,25870.0,0.0,
2025-12-15T03:39:59.309856,NIFTY,BUY,25,25870.0,0.0,
2025-12-15T03:39:59.996733,NIFTY,SELL,25,25870.0,0.0,
2025-12-15T03:40:00.998974,NIFTY,BUY,25,25870.0,0.0,
2025-12-15T03:40:01.524702,NIFTY,SELL,25,25870.0,0.0,
2025-12-15T03:40:02.013330,NIFTY,BUY,25,25870.0,0.0,
2025-12-15T03:40:02.357480,NIFTY,SELL,25,25870.0,0.0,
2025-12-15T03:41:55.701683,NIFTY,BUY,25,25870.0,0.0,
2025-12-15T03:41:57.495617,NIFTY,SELL,25,25870.0,0.0,
2025-12-15T03:42:00.280729,NIFTY,BUY,25,25870.0,0.0,
2025-12-15T03:42:00.793690,NIFTY,SELL,25,25870.0,0.0,
2025-12-15T03:51:17.300173,NIFTY,BUY,25,25870.0,0.0,
2025-12-15T03:51:18.233101,NIFTY,SELL,25,25870.0,0.0,
2025-12-15T03:51:18.976891,NIFTY,BUY,25,25870.0,0.0,
2025-12-15T03:51:19.550708,NIFTY,SELL,25,25870.0,0.0,
2025-12-15T03:52:10.944836,NIFTY,BUY,25,25870.0,0.0,
2025-12-15T03:52:11.510734,NIFTY,SELL,25,25870.0,0.0,
2025-12-15T03:52:12.356051,NIFTY,BUY,25,25870.0,0.0,
2025-12-15T03:52:12.933901,NIFTY,SELL,25,25870.0,0.0,
2025-12-15T03:52:13.499290,NIFTY,BUY,25,25870.0,0.0,
2025-12-15T03:52:14.016455,NIFTY,SELL,25,25870.0,0.0,
2025-12-15T03:52:14.479074,NIFTY,BUY,25,25870.0,0.0,
2025-12-15T03:52:14.980749,NIFTY,SELL,25,25870.0,0.0,
2025-12-15T03:52:15.467217,NIFTY,BUY,25,25870.0,0.0,
2025-12-15T03:52:15.932386,NIFTY,SELL,25,25870.0,0.0,
